participant_id,condition,sync_mode,trial_id,heading_norm,outcome,warning_type,alarm_video_s,alarm_video_mmss,reaction_video_s,reaction_video_mmss,rt_s,rt_ms,reaction_type,notes,qc_mismatch,alarm_sim_s,ttc_at_actual_response,ttc_lookup_status,Walker_speed,Walking_style
P20,Adaptive,absolute,t5,0.1245,collision,vha,742.887,,744.492,,1.605,1605.2,gaze_side,,False,12.8682,0.936,ok,slow,dynamic
P20,Adaptive,absolute,t1,0.06614,collision,vha,875.642,,876.653,,1.012,1011.5,gaze_side,,False,16.6105,1.617,ok,slow,dynamic
P20,Baseline,absolute,t3,0.06774,collision,vha,77.535,,78.43,,0.895,894.6,run,,False,20.8797,1.779,ok,slow,dynamic
P20,Baseline,absolute,t4,0.01604,collision,vha,289.983,,290.246,,0.263,263.4,run,,False,7.3884,2.258,ok,slow,dynamic
P20,Baseline,absolute,t2,0.07686,collision,vha,438.003,,440.161,,2.158,2158.3,gaze_side,,False,8.6034,0.603,ok,slow,dynamic
P20,Baseline,absolute,t5,0.04248,collision,vha,575.549,,577.789,,2.24,2239.9,gaze_side,,False,10.7191,0.604,ok,slow,dynamic
P20,Baseline,absolute,t1,0.04209,collision,vha,649.866,,650.075,,0.209,209.1,run,,False,10.1529,2.34,ok,slow,dynamic
P21,Adaptive,absolute,t1,0.03146,collision,f,113.891,,116.058,,2.167,2167.1,stop,,False,21.3007,3.007,ok,slow,constant
P21,Adaptive,absolute,t2,0.1218,collision,vha,176.471,,177.653,,1.182,1182.3,stop,,False,7.57,1.6,ok,slow,constant
P21,Adaptive,absolute,t3,0.01556,collision,f,291.456,,291.611,,0.155,154.9,run_back,,False,5.5672,4.949,ok,slow,constant
P21,Adaptive,absolute,t5,0.08109,collision,f,321.585,,321.742,,0.157,156.8,run_back,,False,6.0371,4.872,ok,slow,constant
P21,Adaptive,absolute,t4,0.02212,collision,f,417.519,,418.334,,0.815,815.1,run,,False,5.1042,4.37,ok,slow,constant
P21,Baseline,absolute,t5,0.04063,collision,vha,19.898,,20.431,,0.533,533.0,run,,False,7.4322,2.05,ok,slow,constant
P21,Baseline,absolute,t3,0.08351,collision,vha,134.171,,135.684,,1.513,1513.0,stop,,False,7.3162,1.163,ok,slow,constant
P21,Baseline,absolute,t1,0.04176,collision,vha,160.546,,162.514,,1.968,1967.9,stop,,False,6.7711,0.653,ok,slow,constant
P21,Baseline,absolute,t2,0.13866,collision,vha,184.826,,186.511,,1.685,1684.6,stop,,False,6.6785,0.953,ok,slow,constant
P21,Baseline,absolute,t4,0.04464,collision,vha,254.447,,254.603,,0.156,155.7,run,,False,6.0122,2.373,ok,slow,constant
P22,Adaptive,absolute,t1,0.0088,collision,f,13.173,,13.336,,0.163,163.4,run,,False,2.943,4.9,ok,normal,constant
P22,Adaptive,absolute,t5,0.08198,collision,vha,113.748,,114.26,,0.512,512.1,gaze_up,,False,5.6562,2.083,ok,normal,constant
P22,Adaptive,absolute,t4,0.09354,collision,vha,153.221,,153.703,,0.482,482.1,stop,,False,5.2583,2.061,ok,normal,constant
P22,Adaptive,absolute,t2,0.09081,collision,vha,232.459,,232.622,,0.163,162.8,stop,,False,5.5377,2.367,ok,normal,constant
P22,Adaptive,absolute,t3,0.08376,collision,vha,291.725,,292.569,,0.844,843.8,stop,,False,5.9539,1.729,ok,normal,constant
P22,Baseline,absolute,t5,0.10826,collision,vha,71.686,,71.848,,0.162,162.4,stop,,False,11.1438,2.371,ok,normal,constant
P22,Baseline,absolute,t3,0.10729,collision,vha,139.861,,140.996,,1.135,1134.5,stop,,False,5.7095,1.463,ok,normal,constant
P22,Baseline,absolute,t1,0.10061,collision,vha,221.291,,222.479,,1.188,1187.9,stop,,False,5.6719,1.594,ok,normal,constant
P22,Baseline,absolute,t2,0.13799,collision,vha,281.886,,283.425,,1.539,1538.6,stop,,False,5.2905,1.018,ok,normal,constant
P22,Baseline,absolute,t4,0.11724,collision,vha,322.69,,323.133,,0.442,442.3,stop,,False,5.6287,2.11,ok,normal,constant
P23,Adaptive,absolute,t1,0.13841,collision,vha,51.216,,51.441,,0.225,224.8,stop,,False,17.628,2.3,ok,normal,constant
P23,Adaptive,absolute,t4,0.1048,collision,vha,225.321,,225.497,,0.176,175.7,gaze_up,,False,5.945,2.324,ok,normal,constant
P23,Adaptive,absolute,t3,0.13386,collision,vha,297.242,,297.541,,0.299,299.1,stop,,False,5.7569,2.209,ok,normal,constant
P23,Adaptive,absolute,t5,0.14001,collision,vha,341.911,,346.239,,4.328,4327.8,gaze_up,,False,5.9612,,no_frame_within_0.5s (closest=1.66s away),normal,constant
P23,Adaptive,absolute,t2,0.11549,collision,vha,377.646,,377.813,,0.166,166.2,stop,,False,5.9254,2.383,ok,normal,constant
P23,Baseline,absolute,t1,0.03608,collision,vha,39.581,,39.754,,0.173,173.0,run,,False,6.4986,2.383,ok,normal,constant
P23,Baseline,absolute,t3,0.08178,collision,vha,67.298,,67.469,,0.172,171.5,gaze_up,,False,5.7851,2.324,ok,normal,constant
P23,Baseline,absolute,t2,0.15165,collision,vha,93.161,,93.45,,0.289,288.8,stop,,False,5.9716,2.267,ok,normal,constant
P23,Baseline,absolute,t5,0.1067,collision,vha,138.66,,139.407,,0.747,747.1,stop,,False,5.728,1.833,ok,normal,constant
P23,Baseline,absolute,t4,0.11523,collision,vha,247.482,,248.165,,0.683,683.1,stop,,False,5.792,1.879,ok,normal,constant
P24,Adaptive,absolute,t1,0.08593,collision,vha,32.104,,33.646,,1.543,1542.9,gaze_side,,False,11.2607,0.986,ok,slow,constant
P24,Adaptive,absolute,t5,0.07567,collision,f,110.71,,112.677,,1.968,1967.7,stop,,False,8.6811,3.225,ok,slow,constant
P24,Adaptive,absolute,t4,0.11745,collision,f,147.542,,149.392,,1.85,1850.0,stop,,False,7.6339,3.441,ok,slow,constant
P24,Adaptive,absolute,t3,0.07218,collision,f,184.002,,184.172,,0.17,169.9,run,,False,8.9063,4.941,ok,slow,constant
P24,Adaptive,absolute,t2,0.09326,collision,f,334.576,,334.731,,0.155,154.6,run,,False,7.1205,4.873,ok,slow,constant
P24,Baseline,absolute,t2,0.05728,collision,vha,64.508,,65.653,,1.146,1145.7,stop,,False,47.5704,1.313,ok,slow,constant
P24,Baseline,absolute,t1,0.07647,collision,vha,213.13,,214.29,,1.16,1160.0,gaze_side,,False,14.2779,1.314,ok,slow,constant
P24,Baseline,absolute,t4,0.113,collision,vha,291.743,,291.974,,0.232,231.9,gaze_side,,False,12.0052,2.275,ok,slow,constant
P24,Baseline,absolute,t5,0.10976,collision,vha,325.941,,326.634,,0.693,693.4,gaze_side,,False,9.5315,1.885,ok,slow,constant
P24,Baseline,absolute,t3,0.11473,collision,vha,401.461,,402.085,,0.624,624.1,gaze_side,,False,12.2087,1.962,ok,slow,constant
P25,Adaptive,absolute,t4,0.08499,collision,vha,65.574,,70.89,,5.316,5316.2,gaze_up,,False,12.0932,,no_frame_within_0.5s (closest=2.53s away),normal,constant
P25,Adaptive,absolute,t1,0.12223,collision,vha,170.583,,170.764,,0.18,180.1,stop,,False,8.2179,2.354,ok,normal,constant
P25,Adaptive,absolute,t2,0.10608,collision,vha,235.515,,235.676,,0.161,161.2,run,,False,7.7281,2.38,ok,normal,constant
P25,Adaptive,absolute,t3,0.09639,collision,vha,272.614,,272.808,,0.193,193.3,run,,False,7.7091,2.307,ok,normal,constant
P25,Adaptive,absolute,t5,0.09624,collision,vha,331.238,,332.946,,1.708,1707.5,stop,,False,6.9918,0.919,ok,normal,constant
P25,Baseline,absolute,t1,0.03915,collision,vha,16.804,,16.973,,0.169,168.7,run,,False,6.864,2.383,ok,normal,constant
P25,Baseline,absolute,t5,0.14959,collision,vha,68.891,,69.864,,0.972,972.4,gaze_side,,False,7.486,1.688,ok,normal,constant
P25,Baseline,absolute,t2,0.16057,collision,vha,131.894,,132.076,,0.182,182.0,run,,False,6.8255,2.363,ok,normal,constant
P25,Baseline,absolute,t4,0.17482,collision,vha,205.615,,208.99,,3.374,3374.2,gaze_up,,False,7.1435,,no_frame_within_0.5s (closest=0.61s away),normal,constant
P25,Baseline,absolute,t3,0.08642,collision,vha,312.243,,312.699,,0.456,456.2,run,,False,6.8783,2.077,ok,normal,constant
P26,Adaptive,absolute,t5,0.08047,collision,vha,17.953,,19.306,,1.353,1353.1,run,,False,8.1498,1.248,ok,fast,dynamic
P26,Adaptive,absolute,t1,0.03206,collision,f,122.505,,123.103,,0.598,597.6,gaze_up,,False,4.9651,4.508,ok,fast,dynamic
P26,Adaptive,absolute,t3,0.05243,collision,vha,199.604,,200.025,,0.422,421.6,run,,False,9.0123,2.159,ok,fast,dynamic
P26,Adaptive,absolute,t4,0.05581,collision,vha,384.06,,384.713,,0.653,652.8,run,,False,7.6531,1.963,ok,fast,dynamic
P26,Adaptive,absolute,t2,0.09873,collision,vha,426.368,,426.925,,0.558,557.6,run,,False,8.0606,2.083,ok,fast,dynamic
P26,Baseline,absolute,t1,0.09084,collision,vha,59.383,,59.607,,0.224,224.1,run,,False,16.3028,2.333,ok,fast,dynamic
P26,Baseline,absolute,t3,0.04654,collision,vha,151.754,,152.718,,0.964,964.4,run,,False,12.0075,1.663,ok,fast,dynamic
P26,Baseline,absolute,t4,0.05702,collision,vha,316.025,,316.738,,0.712,712.3,run,,False,6.8037,1.846,ok,fast,dynamic
P26,Baseline,absolute,t5,0.05472,collision,vha,370.992,,371.144,,0.152,152.1,run,,False,7.7929,2.4,ok,fast,dynamic
P26,Baseline,absolute,t2,0.07098,collision,vha,462.88,,463.088,,0.208,208.5,run,,False,5.3585,2.333,ok,fast,dynamic
P27,Adaptive,absolute,t3,,collision,vha_fallback,95.339,,99.201,,3.863,3862.6,gaze_up,found_on_retry_vha_fallback,False,4.4419,1.479,ok,fast,dynamic
P27,Adaptive,absolute,t4,0.05348,collision,vha,184.751,,184.902,,0.152,151.6,gaze_side,,False,5.5973,2.356,ok,fast,dynamic
P27,Adaptive,absolute,t5,0.07415,collision,vha,272.668,,273.404,,0.735,735.3,gaze_side,,False,5.6053,1.867,ok,fast,dynamic
P27,Adaptive,absolute,t1,,collision,vha,327.583,,328.038,,0.454,454.4,gaze_side,,False,5.7256,2.133,ok,fast,dynamic
P27,Adaptive,absolute,t2,0.08929,collision,vha,415.682,,418.572,,2.89,2889.6,run,,False,5.7451,0.0,ok,fast,dynamic
P27,Baseline,absolute,t3,,collision,vha,18.514,,18.764,,0.251,250.5,gaze_side,,False,6.5967,2.258,ok,fast,dynamic
P27,Baseline,absolute,t2,0.01949,collision,vha,42.809,,42.961,,0.152,151.9,run,,False,5.7034,2.383,ok,fast,dynamic
P27,Baseline,absolute,t1,0.02555,collision,vha,119.918,,120.084,,0.166,166.1,run,,False,5.6678,2.367,ok,fast,dynamic
P27,Baseline,absolute,t4,0.04964,collision,vha,248.306,,248.468,,0.162,162.1,run,,False,5.4528,2.324,ok,fast,dynamic
P27,Baseline,absolute,t5,0.04183,collision,vha,281.495,,281.663,,0.168,168.1,run,,False,5.4599,2.367,ok,fast,dynamic
P28,Adaptive,absolute,t5,0.02352,collision,f,94.445,,95.006,,0.561,561.2,run,,False,12.6934,4.501,ok,normal,dynamic
P28,Adaptive,absolute,t1,0.08327,collision,vha,142.592,,143.01,,0.417,417.4,stop,,False,8.6949,2.126,ok,normal,dynamic
P28,Adaptive,absolute,t2,0.0952,collision,vha,409.734,,411.694,,1.961,1960.7,gaze_side,,False,17.2875,0.603,ok,normal,dynamic
P28,Adaptive,absolute,t4,0.09075,collision,vha,497.111,,498.3,,1.189,1189.0,stop,,False,21.0341,1.412,ok,normal,dynamic
P28,Adaptive,absolute,t3,0.08067,collision,vha,543.56,,545.403,,1.843,1842.9,stop,,False,6.9393,0.879,ok,normal,dynamic
P28,Baseline,absolute,t5,0.0512,collision,vha,406.466,,406.782,,0.316,316.3,run,,False,24.9586,2.267,ok,normal,dynamic
P28,Baseline,absolute,t1,0.09485,collision,vha,669.173,,671.516,,2.343,2343.0,gaze_side,,False,17.5301,0.286,ok,normal,dynamic
P28,Baseline,absolute,t4,0.06502,collision,vha,781.643,,785.522,,3.879,3879.4,gaze_side,,False,20.5389,,no_frame_within_0.5s (closest=1.08s away),normal,dynamic
P28,Baseline,absolute,t2,0.09247,collision,vha,897.227,,897.792,,0.565,564.9,run,,False,26.5998,2.0,ok,normal,dynamic
P28,Baseline,absolute,t3,0.06739,collision,vha,948.984,,949.337,,0.353,352.8,run,,False,8.8796,2.176,ok,normal,dynamic
P29,Adaptive,absolute,t1,0.04597,collision,vha,31.267,,31.741,,0.474,473.9,run,,False,11.6811,2.166,ok,normal,constant
P29,Adaptive,absolute,t4,0.03624,collision,f,161.152,,161.306,,0.154,154.3,run,,False,5.3977,4.981,ok,normal,constant
P29,Adaptive,absolute,t2,0.0,collision,f,253.398,,253.562,,0.164,164.0,run,,False,4.702,4.917,ok,normal,constant
P29,Adaptive,absolute,t5,,collision,f,342.047,,342.884,,0.837,837.0,gaze_side,,False,4.0344,4.417,ok,normal,constant
P29,Adaptive,absolute,t3,0.057,collision,f,423.834,,424.138,,0.304,303.7,run,,False,3.9092,4.898,ok,normal,constant
P29,Baseline,absolute,t5,0.08291,collision,vha,164.319,,164.5,,0.181,180.5,run,,False,8.3786,2.353,ok,normal,constant
P29,Baseline,absolute,t2,0.07679,collision,vha,242.856,,243.017,,0.161,160.6,run,,False,7.3511,2.367,ok,normal,constant
P29,Baseline,absolute,t1,0.09186,collision,vha,355.999,,357.76,,1.762,1761.7,run,,False,7.5531,0.819,ok,normal,constant
P29,Baseline,absolute,t4,0.05317,collision,vha,419.882,,420.647,,0.765,765.2,stop,,False,7.2676,1.813,ok,normal,constant
P29,Baseline,absolute,t3,0.09947,collision,vha,453.35,,453.641,,0.291,291.0,gaze_up,,False,8.649,2.225,ok,normal,constant
P30,Adaptive,absolute,t3,0.04059,collision,vha,27.734,,27.957,,0.223,222.9,gaze_side,,False,7.5559,2.307,ok,slow,constant
P30,Adaptive,absolute,t2,0.06804,collision,vha,70.597,,75.341,,4.744,4744.3,gaze_side,,False,13.3407,,no_frame_within_0.5s (closest=2.06s away),slow,constant
P30,Adaptive,absolute,t1,0.06507,collision,vha,109.783,,110.829,,1.046,1046.3,run,,False,13.6055,1.611,ok,slow,constant
P30,Adaptive,absolute,t5,0.05766,collision,vha,413.63,,415.325,,1.695,1694.9,run,,False,9.7879,0.904,ok,slow,constant
P30,Adaptive,absolute,t4,0.05962,collision,vha,482.761,,486.401,,3.641,3640.7,run,,False,13.6145,,no_frame_within_0.5s (closest=0.93s away),slow,constant
P30,Baseline,absolute,t1,0.02292,collision,vha,27.188,,27.347,,0.159,159.0,run,,False,17.1544,2.373,ok,slow,constant
P30,Baseline,absolute,t2,0.05439,collision,vha,182.229,,186.287,,4.058,4057.7,run,,False,9.7746,,no_frame_within_0.5s (closest=1.47s away),slow,constant
P30,Baseline,absolute,t5,0.03608,collision,vha,240.918,,241.081,,0.163,163.1,run,,False,7.7393,2.377,ok,slow,constant
P30,Baseline,absolute,t3,0.07366,collision,vha,306.639,,308.765,,2.126,2125.9,run,,False,10.8841,0.529,ok,slow,constant
P30,Baseline,absolute,t4,0.06964,collision,vha,338.901,,339.083,,0.183,182.7,run,,False,7.3064,2.324,ok,slow,constant
